,,USDVND liên ngân hàng,USDVND trung tâm,DXY,USDJPY,EURUSD,JPYUSD,CNYUSD,CNHUSD,GBPUSD,TWDUSD,MYRUSD,KRWUSD,BDTUSD,LKRUSD,PKRUSD,PHPUSD,INRUSD,THBUSD,CADUSD,IDRUSD,BRLUSD
,Dates,USDVND BGN Curncy,SBVNUSD Index,DXY Curncy,USDJPY BGN Curncy,EURUSD BGN Curncy,JPYUSD BGN Curncy,CNYUSD BGN Curncy,CNHUSD BGN Curncy,GBPUSD BGN Curncy,TWDUSD BGN Curncy,MYRUSD BGN Curncy,KRWUSD BGN Curncy,BDTUSD BGN Curncy,LKRUSD BGN Curncy,PKRUSD BGN Curncy,PHPUSD BGN Curncy,INRUSD BGN Curncy,THBUSD BGN Curncy,CADUSD BGN Curncy,IDRUSD BGN Curncy,BRLUSD BGN Curncy
,2021-03-17 00:00:00,23068,23204,91.442,108.84,1.1979,0.009187,0.15375,0.1542,1.3966,0.035334,0.2425,0.08914,0.01179,0.499,0.64062,0.020576,0.013831,0.032585,0.8062,0.069691,0.1789
,2021-03-16 00:00:00,23079,23204,91.865,109,1.1903,0.009174,0.1537,0.1538,1.3891,0.035365,0.243,0.08854,0.01179,0.5028,0.63828,0.020538,0.01377,0.032509,0.8035,0.069336,0.1779
,2021-03-15 00:00:00,23059,23200,91.833,109.13,1.1929,0.009164,0.15385,0.1539,1.39,0.035402,0.2433,0.08829,0.0118,0.5056,0.6369,0.020579,0.013793,0.032537,0.8018,0.069517,0.178
,2021-03-12 00:00:00,23046,23183,91.679,109.03,1.1953,0.009172,0.15365,0.1539,1.3924,0.035477,0.2428,0.08799,0.01181,0.509,0.63647,0.020646,0.013757,0.032574,0.8015,0.069522,0.1801
,2021-03-11 00:00:00,23051,23204,91.42,108.51,1.1986,0.009216,0.15399,0.1544,1.3991,0.035434,0.2437,0.08843,0.0118,0.5083,0.63667,0.020633,0.013767,0.032738,0.7978,0.069897,0.1806
,2021-03-10 00:00:00,23044,23203,91.823,108.38,1.1929,0.009226,0.15372,0.154,1.3932,0.035301,0.2423,0.08796,0.0118,0.5083,0.63674,0.020593,0.013749,0.032598,0.7924,0.069464,0.1763
,2021-03-09 00:00:00,23049,23200,91.958,108.48,1.1901,0.009217,0.15369,0.1534,1.3892,0.035291,0.2429,0.08801,0.01179,0.5086,0.63689,0.020619,0.013703,0.032541,0.791,0.069486,0.1723
,2021-03-08 00:00:00,23046,23185,92.313,108.89,1.1847,0.009181,0.15323,0.1526,1.3824,0.03552,0.2434,0.08755,0.01179,0.5096,0.6367,0.020517,0.013631,0.032456,0.7895,0.068895,0.1702
,2021-03-05 00:00:00,23035,23166,91.977,108.31,1.1915,0.009226,0.15392,0.1535,1.3841,0.035844,0.2455,0.08881,0.01179,0.5103,0.63667,0.02058,0.013643,0.032757,0.79,0.069448,0.1757
,2021-03-04 00:00:00,23022,23152,91.631,107.98,1.1969,0.009261,0.15456,0.154,1.3895,0.035928,0.2464,0.08838,0.01179,0.5109,0.63536,0.020585,0.013679,0.032873,0.7894,0.069691,0.1764
,2021-03-03 00:00:00,23014,23161,90.947,107.01,1.2063,0.009344,0.15461,0.1544,1.3954,0.035973,0.247,0.08876,0.0118,0.5117,0.63543,0.020595,0.013708,0.032943,0.7902,0.069925,0.1779
,2021-03-02 00:00:00,23015,23151,90.785,106.69,1.2091,0.009373,0.15455,0.1544,1.3955,0.035879,0.2465,0.08888,0.01181,0.5115,0.63333,0.020619,0.013607,0.033095,0.7912,0.069894,0.1762
,2021-03-01 00:00:00,23019,23145,91.039,106.76,1.2049,0.009367,0.15466,0.1546,1.3925,0.035873,0.2466,0.08969,0.01183,0.5145,0.6294,0.020574,0.013561,0.033091,0.7907,0.070033,0.1772
,2021-02-26 00:00:00,23018,23130,90.879,106.57,1.2075,0.009385,0.15447,0.1543,1.3933,0.035873,0.247,0.0889,0.01179,0.5148,0.62785,0.020521,0.013525,0.032832,0.785,0.069791,0.1786
,2021-02-25 00:00:00,23022,23130,90.134,106.21,1.2175,0.009412,0.15492,0.1541,1.4015,0.035951,0.2475,0.08929,0.01179,0.514,0.63147,0.020398,0.013672,0.03301,0.7933,0.069784,0.1808
,2021-02-24 00:00:00,23107,23132,90.176,105.87,1.2166,0.009448,0.15487,0.1551,1.4141,0.035922,0.2474,0.09029,0.0118,0.5152,0.62976,0.02057,0.013823,0.033294,0.7992,0.071205,0.1848
,2021-02-23 00:00:00,23026,23140,90.169,105.25,1.215,0.009501,0.15464,0.1548,1.4113,0.035894,0.2474,0.09006,0.0118,0.5168,0.62925,0.02058,0.013816,0.03331,0.7944,0.07101,0.1838
,2021-02-22 00:00:00,23015,23125,90.01,105.08,1.2157,0.009517,0.15469,0.1546,1.4063,0.035807,0.2474,0.08988,0.01181,0.5166,0.62854,0.020551,0.013804,0.033343,0.7925,0.070819,0.1829
,2021-02-19 00:00:00,23015,23134,90.364,105.45,1.2119,0.009485,0.15485,0.1549,1.4016,0.035794,0.2474,0.091,0.01181,0.5115,0.62903,0.020623,0.013782,0.03337,0.7925,0.070903,0.1858
,2021-02-18 00:00:00,23010,23132,90.592,105.69,1.2092,0.009464,0.15413,0.1548,1.3975,0.035772,0.2474,0.09095,0.0118,0.5086,0.62893,0.020606,0.013766,0.033333,0.7887,0.071106,0.1843
,2021-02-17 00:00:00,23015,23122,90.951,105.87,1.2038,0.009446,0.15484,0.1554,1.3857,0.035714,0.2476,0.091,0.01179,0.5092,0.62657,0.020661,0.013743,0.033318,0.7874,0.071164,0.1848
,2021-02-16 00:00:00,22996,23137,90.509,106.04,1.2106,0.009429,0.15484,0.1556,1.3903,0.035714,0.2483,0.09029,0.01183,0.5115,0.62741,0.020705,0.013763,0.033386,0.7879,0.071431,0.1862
,2021-02-15 00:00:00,22996,23137,90.48,105.38,1.2129,0.00949,0.15484,0.1561,1.3903,0.035714,0.2479,0.09073,0.0118,0.5123,0.62778,0.020851,0.013765,0.033453,0.7912,0.071855,0.1862
,2021-02-12 00:00:00,22996,23137,90.48,104.94,1.212,0.009531,0.15484,0.1557,1.3849,0.035714,0.2474,0.09055,0.01181,0.5148,0.62939,0.020812,0.013775,0.03345,0.788,0.071631,0.1862
,2021-02-11 00:00:00,22996,23137,90.417,104.75,1.213,0.009547,0.15484,0.1557,1.3816,0.035714,0.2474,0.09071,0.0118,0.5155,0.62731,0.020807,0.013754,0.033482,0.7872,0.071574,0.1863
,2021-02-10 00:00:00,22976,23137,90.371,104.59,1.2118,0.009561,0.15484,0.1555,1.3834,0.035714,0.2473,0.09037,0.01179,0.5077,0.62734,0.020817,0.013721,0.033445,0.7873,0.071518,0.1857
,2021-02-09 00:00:00,22976,23137,90.439,104.59,1.2119,0.009564,0.15539,0.1558,1.3817,0.035714,0.2468,0.09001,0.0118,0.5109,0.62549,0.020786,0.013726,0.033433,0.7879,0.071577,0.1859
,2021-02-08 00:00:00,22970,23149,90.934,105.23,1.205,0.009503,0.15507,0.1552,1.3741,0.035721,0.2459,0.0895,0.0118,0.5129,0.62603,0.020803,0.013711,0.033357,0.785,0.071345,0.1864
,2021-02-05 00:00:00,22999,23154,91.042,105.39,1.2046,0.009489,0.15466,0.1548,1.3735,0.035727,0.2457,0.0895,0.01182,0.5168,0.62489,0.020812,0.013738,0.033302,0.7836,0.071276,0.1862
,2021-02-04 00:00:00,23026,23144,91.529,105.54,1.1964,0.009473,0.15452,0.1545,1.3672,0.035766,0.2464,0.08928,0.0118,0.5176,0.62419,0.020799,0.013702,0.033228,0.7797,0.071327,0.1843
,2021-02-03 00:00:00,23029,23145,91.171,105.03,1.2036,0.009521,0.15475,0.1548,1.3647,0.035783,0.2468,0.0898,0.01181,0.5167,0.62445,0.020825,0.013701,0.033329,0.7822,0.071403,0.1868
,2021-02-02 00:00:00,23027,23152,91.197,104.98,1.2044,0.009526,0.15486,0.1549,1.3668,0.035726,0.2473,0.08964,0.0118,0.5154,0.62396,0.020852,0.013697,0.033327,0.7824,0.071301,0.1863
,2021-02-01 00:00:00,23041,23151,90.98,104.93,1.206,0.009529,0.15461,0.1544,1.3663,0.035714,0.2474,0.08949,0.01179,0.5155,0.62352,0.020827,0.013684,0.033343,0.7778,0.071327,0.1841
,2021-01-29 00:00:00,23049,23160,90.584,104.68,1.2136,0.009549,0.15556,0.155,1.3708,0.035691,0.2474,0.08944,0.01179,0.5245,0.6239,0.020792,0.013711,0.033435,0.7827,0.071276,0.183
,2021-01-28 00:00:00,23053,23147,90.455,104.24,1.2122,0.009591,0.15505,0.1544,1.3721,0.035661,0.2472,0.0898,0.0118,0.5188,0.62299,0.020785,0.013682,0.033352,0.7794,0.071073,0.1838
,2021-01-27 00:00:00,23069,23144,90.647,104.11,1.2111,0.009605,0.15424,0.1539,1.3687,0.035706,0.2472,0.09022,0.01179,0.5194,0.62279,0.020775,0.013686,0.033333,0.781,0.070651,0.1847
,2021-01-26 00:00:00,23060,23142,90.17,103.62,1.216,0.00965,0.15468,0.1545,1.3736,0.035682,0.247,0.09074,0.01182,0.5116,0.62163,0.020805,0.013715,0.033387,0.7877,0.071099,0.1867
,2021-01-25 00:00:00,23061,23147,90.391,103.75,1.2139,0.009638,0.15432,0.1542,1.3675,0.035718,0.2472,0.0907,0.0118,0.5058,0.62189,0.020788,0.013699,0.033354,0.7847,0.070945,0.1829
,2021-01-22 00:00:00,23074,23137,90.238,103.78,1.2171,0.009637,0.15428,0.1539,1.3686,0.035733,0.2473,0.09045,0.01181,0.506,0.62237,0.020794,0.013693,0.033359,0.7853,0.071251,0.1829
,2021-01-21 00:00:00,23073,23144,90.131,103.5,1.2164,0.009663,0.15475,0.1547,1.3733,0.035735,0.2481,0.09092,0.01181,0.5099,0.62194,0.020794,0.013714,0.033419,0.7912,0.071273,0.1869
,2021-01-20 00:00:00,23077,23148,90.475,103.54,1.2106,0.009658,0.15465,0.1548,1.3654,0.035708,0.2473,0.09102,0.01181,0.5114,0.62209,0.020802,0.013716,0.033382,0.7916,0.071286,0.189
,2021-01-19 00:00:00,23061,23152,90.498,103.9,1.2129,0.009624,0.15434,0.1543,1.363,0.035691,0.2469,0.09074,0.01181,0.5174,0.62286,0.020802,0.013663,0.033333,0.7853,0.071099,0.1866
,2021-01-18 00:00:00,23070,23141,90.765,103.69,1.2077,0.009644,0.15402,0.1539,1.3587,0.035708,0.2468,0.09059,0.01181,0.5192,0.62364,0.020807,0.013666,0.033193,0.7838,0.070873,0.1888
,2021-01-15 00:00:00,23067,23136,90.772,103.85,1.2082,0.009627,0.1543,0.1542,1.359,0.035681,0.2477,0.09072,0.01181,0.5181,0.62286,0.020831,0.01367,0.033251,0.7851,0.071327,0.1889
,2021-01-14 00:00:00,23055,23132,90.239,103.8,1.2155,0.009634,0.15445,0.1547,1.3689,0.035691,0.2478,0.09116,0.01181,0.5197,0.62461,0.020806,0.01371,0.033364,0.7909,0.071327,0.1924
,2021-01-13 00:00:00,23065,23134,90.355,103.89,1.2157,0.009627,0.1546,0.1546,1.3639,0.035688,0.2472,0.09106,0.01181,0.5222,0.6239,0.020807,0.013662,0.033313,0.7875,0.070777,0.1887
,2021-01-12 00:00:00,23057,23140,90.093,103.76,1.2207,0.009638,0.15471,0.1552,1.3664,0.035702,0.2466,0.09136,0.01181,0.5263,0.62321,0.020851,0.013646,0.033293,0.7866,0.070771,0.1879
,2021-01-11 00:00:00,23054,23127,90.465,104.26,1.2151,0.009593,0.15429,0.1543,1.3518,0.035691,0.2468,0.09116,0.0118,0.5289,0.62404,0.020784,0.013604,0.033164,0.7822,0.070294,0.1822
,2021-01-08 00:00:00,23067,23121,90.098,103.94,1.2218,0.009619,0.15445,0.1547,1.3568,0.035713,0.248,0.09146,0.0118,0.532,0.62325,0.020799,0.013633,0.033172,0.7881,0.070721,0.1846
,2021-01-07 00:00:00,23080,23117,89.826,103.81,1.2272,0.009632,0.15437,0.1545,1.3568,0.035735,0.2478,0.09138,0.0118,0.5321,0.62359,0.020781,0.013612,0.033241,0.7881,0.070907,0.1848
,2021-01-06 00:00:00,23093,23123,89.53,103.04,1.2327,0.009704,0.15473,0.155,1.3608,0.035741,0.2493,0.09191,0.01181,0.5307,0.62286,0.020816,0.013673,0.033405,0.7887,0.071968,0.1882
,2021-01-05 00:00:00,23080,23121,89.436,102.72,1.2298,0.009735,0.15489,0.1554,1.3627,0.035717,0.2489,0.09198,0.01181,0.5311,0.62257,0.020807,0.013668,0.033427,0.7892,0.071865,0.1892
,2021-01-04 00:00:00,23074,23131,89.869,103.13,1.2248,0.009696,0.15476,0.1549,1.3571,0.03559,0.2497,0.09203,0.0118,0.5341,0.62344,0.020814,0.013684,0.033426,0.7827,0.07187,0.1888
,2021-01-01 00:00:00,23098,23131,89.937,103.2,1.2215,0.00969,0.15321,0.1538,1.3672,0.035594,0.2487,0.0921,0.01181,0.5361,0.62275,0.020825,0.013681,0.03328,0.7857,0.071008,0.1925
,2020-12-31 00:00:00,23098,23131,89.937,103.25,1.2216,0.009679,0.15321,0.1538,1.367,0.035594,0.2487,0.09181,0.01181,0.5392,0.62354,0.020825,0.013687,0.033298,0.7853,0.07188,0.1925
,2020-12-30 00:00:00,23086,23141,89.68,103.19,1.2298,0.009689,0.1533,0.1537,1.3625,0.035579,0.2477,0.09183,0.01181,0.5346,0.62322,0.020801,0.013657,0.033406,0.7842,0.071225,0.1925
,2020-12-29 00:00:00,23115,23148,89.994,103.58,1.2249,0.009659,0.15312,0.1534,1.3503,0.035516,0.2469,0.09158,0.0118,0.5319,0.62239,0.02082,0.013623,0.033273,0.7801,0.070772,0.1919
,2020-12-28 00:00:00,23127,23149,90.337,103.81,1.2216,0.009636,0.15297,0.1531,1.3452,0.035558,0.247,0.09115,0.0118,0.5319,0.62357,0.020816,0.013596,0.033161,0.7784,0.070646,0.1906
,2020-12-25 00:00:00,23131,23152,90.223,103.43,1.2193,0.009669,0.15286,0.1536,1.356,0.035561,0.2462,0.0909,0.01179,0.527,0.62541,0.020812,0.013601,0.033321,0.7773,0.070225,0.1917
,2020-12-24 00:00:00,23133,23162,90.323,103.65,1.2187,0.009647,0.15314,0.1534,1.3558,0.035524,0.2462,0.09068,0.01179,0.527,0.62369,0.020812,0.013601,0.033266,0.7774,0.070423,0.1917
,2020-12-23 00:00:00,23124,23167,90.413,103.57,1.2187,0.009657,0.15289,0.1531,1.3493,0.035521,0.2461,0.09036,0.0118,0.5256,0.62316,0.020805,0.013544,0.033093,0.7785,0.070175,0.1917
,2020-12-22 00:00:00,23129,23154,90.654,103.64,1.2163,0.009651,0.15284,0.1529,1.3361,0.035486,0.2462,0.09009,0.0118,0.5291,0.62237,0.020786,0.013546,0.033074,0.7747,0.070102,0.1938
,2020-12-21 00:00:00,23119,23149,90.043,103.32,1.2244,0.009681,0.15268,0.153,1.3464,0.035498,0.2469,0.09055,0.0118,0.532,0.62285,0.020781,0.013528,0.033264,0.7777,0.070772,0.1952
,2020-12-18 00:00:00,23125,23138,90.016,103.3,1.2257,0.00968,0.15291,0.1534,1.3523,0.035526,0.2475,0.09095,0.0118,0.5327,0.62461,0.020799,0.013609,0.033504,0.7821,0.070872,0.196
,2020-12-17 00:00:00,23121,23143,89.822,103.11,1.2268,0.009701,0.15306,0.1535,1.3585,0.035536,0.2478,0.09144,0.01179,0.5346,0.62292,0.020814,0.013592,0.033578,0.7861,0.070897,0.1977
,2020-12-16 00:00:00,23127,23148,90.45,103.47,1.22,0.009668,0.15307,0.1536,1.3509,0.03555,0.2468,0.09145,0.01179,0.5349,0.6227,0.02079,0.013595,0.033323,0.785,0.070744,0.1967
,2020-12-15 00:00:00,23127,23144,90.473,103.67,1.2151,0.009647,0.15292,0.1534,1.346,0.035543,0.2466,0.09178,0.01179,0.5348,0.62273,0.020799,0.013563,0.033304,0.7874,0.070822,0.1967
,2020-12-14 00:00:00,23114,23143,90.711,104.05,1.2144,0.009611,0.15268,0.1532,1.3324,0.035544,0.2467,0.09146,0.01181,0.5346,0.62354,0.020799,0.013579,0.033218,0.7834,0.070822,0.1953
,2020-12-11 00:00:00,23119,23146,90.976,104.04,1.2112,0.009615,0.15276,0.1529,1.3224,0.035496,0.2469,0.09159,0.0118,0.536,0.62441,0.020762,0.013561,0.033198,0.783,0.070622,0.1974
,2020-12-10 00:00:00,23130,23146,90.824,104.24,1.2138,0.009595,0.15281,0.153,1.3295,0.035425,0.2463,0.09197,0.0118,0.5382,0.62247,0.020806,0.013565,0.033249,0.785,0.070736,0.199
,2020-12-09 00:00:00,23119,23140,91.087,104.23,1.2081,0.009594,0.15282,0.1532,1.3399,0.035465,0.2462,0.09198,0.01179,0.5384,0.62369,0.020764,0.013583,0.033235,0.7801,0.070872,0.1934
,2020-12-08 00:00:00,23130,23144,90.965,104.16,1.2104,0.0096,0.15307,0.1534,1.3355,0.035423,0.2455,0.09211,0.0118,0.5371,0.62348,0.020771,0.013593,0.033296,0.7801,0.070872,0.1953
,2020-12-07 00:00:00,23128,23137,90.792,104.05,1.2109,0.009611,0.15314,0.1534,1.338,0.035382,0.2456,0.09224,0.0118,0.5365,0.62281,0.020762,0.013548,0.033156,0.7812,0.070897,0.1961
,2020-12-04 00:00:00,23121,23142,90.701,104.17,1.2121,0.009598,0.1531,0.1534,1.3441,0.035439,0.2462,0.09226,0.0118,0.5386,0.62506,0.020773,0.013556,0.033115,0.7822,0.070897,0.1939
,2020-12-03 00:00:00,23123,23147,90.714,103.84,1.2144,0.00963,0.15284,0.153,1.345,0.035255,0.2454,0.09156,0.01179,0.5379,0.62362,0.020842,0.013514,0.033123,0.7775,0.070722,0.1941
,2020-12-02 00:00:00,23120,23152,91.118,104.42,1.2115,0.009578,0.15237,0.1528,1.3365,0.035063,0.2452,0.09089,0.01179,0.5384,0.6237,0.02081,0.013576,0.03311,0.7742,0.070622,0.1917
,2020-12-01 00:00:00,23122,23155,91.313,104.33,1.2071,0.009586,0.15215,0.1526,1.342,0.03503,0.2449,0.09041,0.01179,0.5377,0.6268,0.020805,0.013569,0.033067,0.7731,0.070772,0.1921
,2020-11-30 00:00:00,23133,23155,91.869,104.31,1.1927,0.009586,0.152,0.1519,1.3323,0.035009,0.2455,0.09009,0.01179,0.5385,0.62761,0.02079,0.013511,0.033016,0.7687,0.070535,0.1875
,2020-11-27 00:00:00,23161,23162,91.79,104.09,1.1963,0.009608,0.15202,0.1521,1.3311,0.035053,0.2457,0.09047,0.0118,0.5399,0.62755,0.020781,0.013526,0.033038,0.7698,0.070972,0.1871
,2020-11-26 00:00:00,23165,23164,91.994,104.26,1.1913,0.009591,0.15208,0.1522,1.3358,0.03507,0.2459,0.09042,0.01179,0.5404,0.62579,0.020786,0.013544,0.033007,0.7682,0.070722,0.1874
,2020-11-25 00:00:00,23155,23165,91.994,104.46,1.1917,0.009573,0.152,0.1524,1.338,0.035073,0.2447,0.09039,0.0118,0.5385,0.62795,0.020816,0.01353,0.033013,0.7688,0.070721,0.1878
,2020-11-24 00:00:00,23143,23168,92.226,104.44,1.1892,0.009575,0.15171,0.1521,1.3357,0.035064,0.2446,0.09004,0.0118,0.5389,0.62257,0.020758,0.013503,0.032968,0.7694,0.070646,0.1861
,2020-11-23 00:00:00,23165,23175,92.505,104.52,1.1841,0.009565,0.15184,0.1519,1.3321,0.035051,0.2445,0.08976,0.0118,0.5397,0.62118,0.020721,0.013466,0.032945,0.7642,0.070677,0.1838
,2020-11-20 00:00:00,23169,23179,92.392,103.86,1.1857,0.009628,0.15237,0.1526,1.3275,0.035034,0.2443,0.08967,0.01179,0.5401,0.6215,0.020732,0.013484,0.033001,0.7637,0.070597,0.1859
,2020-11-19 00:00:00,23168,23164,92.294,103.74,1.1875,0.009638,0.15189,0.1521,1.3261,0.035058,0.2439,0.08976,0.01182,0.5404,0.62338,0.020691,0.013471,0.032933,0.765,0.070492,0.1885
,2020-11-18 00:00:00,23175,23164,92.316,103.82,1.1853,0.009634,0.15243,0.1524,1.3273,0.03507,0.2446,0.09036,0.01177,0.5414,0.62952,0.020725,0.013499,0.032998,0.7642,0.071073,0.1865
,2020-11-17 00:00:00,23161,23174,92.416,104.19,1.1862,0.009599,0.15251,0.1527,1.3246,0.035048,0.2437,0.09043,0.01179,0.5399,0.63032,0.020738,0.013421,0.033153,0.7631,0.070988,0.1877
,2020-11-16 00:00:00,23166,23184,92.642,104.58,1.1852,0.009563,0.15187,0.1521,1.3199,0.035059,0.2428,0.09032,0.01179,0.5405,0.63251,0.020756,0.013449,0.033104,0.7649,0.070872,0.1847
,2020-11-13 00:00:00,23166,23192,92.755,104.63,1.1834,0.009559,0.15137,0.1516,1.3189,0.035068,0.2426,0.09028,0.01179,0.5416,0.63141,0.020762,0.013423,0.033165,0.7616,0.07059,0.1832
,2020-11-12 00:00:00,23167,23187,92.963,105.13,1.1806,0.009512,0.15122,0.1511,1.3118,0.035052,0.2421,0.08972,0.01179,0.5417,0.63023,0.020631,0.013399,0.03308,0.7609,0.070572,0.1832
,2020-11-11 00:00:00,23166,23187,93.043,105.43,1.1777,0.009485,0.1508,0.1511,1.3222,0.035016,0.2421,0.08989,0.01179,0.5418,0.63148,0.020602,0.013443,0.03296,0.7655,0.070922,0.1855
,2020-11-10 00:00:00,23166,23182,92.749,105.3,1.1815,0.009499,0.15116,0.1515,1.3272,0.035023,0.2426,0.08951,0.01179,0.5424,0.62834,0.020704,0.013493,0.032966,0.7673,0.070822,0.1847
,2020-11-09 00:00:00,23168,23180,92.725,105.38,1.1813,0.009489,0.15084,0.1511,1.3166,0.035049,0.2434,0.08935,0.01178,0.542,0.62964,0.020732,0.013482,0.032699,0.7688,0.071187,0.1857
,2020-11-06 00:00:00,23167,23185,92.229,103.35,1.1874,0.009675,0.15125,0.1517,1.3156,0.035036,0.2422,0.08913,0.01179,0.5416,0.62847,0.020749,0.013518,0.032675,0.7662,0.070232,0.1864
,2020-11-05 00:00:00,23166,23200,92.525,103.49,1.1826,0.009661,0.15137,0.1514,1.3148,0.035001,0.2412,0.08966,0.01179,0.5421,0.62712,0.020706,0.013527,0.032494,0.7665,0.070156,0.181
,2020-11-04 00:00:00,23168,23190,93.407,104.52,1.1726,0.009568,0.1503,0.151,1.2988,0.03491,0.2402,0.08856,0.01181,0.5418,0.62541,0.020676,0.01348,0.032266,0.7614,0.069597,0.1766
,2020-11-03 00:00:00,23184,23198,93.553,104.49,1.1715,0.009569,0.14975,0.1497,1.3059,0.034945,0.2406,0.08839,0.01179,0.5424,0.62461,0.020693,0.013436,0.032221,0.7612,0.068564,0.1737
,2020-11-02 00:00:00,23169,23201,94.129,104.72,1.1641,0.009546,0.14945,0.1495,1.2917,0.035012,0.2406,0.08825,0.01179,0.5419,0.62445,0.02064,0.013421,0.032137,0.7566,0.068306,0.1741
,2020-10-30 00:00:00,23178,23201,94.038,104.66,1.1647,0.009555,0.14943,0.1493,1.2947,0.034988,0.2408,0.08798,0.01179,0.5425,0.62325,0.020599,0.013415,0.032094,0.7508,0.067741,0.1741
,2020-10-29 00:00:00,23181,23198,93.955,104.61,1.1674,0.009559,0.14892,0.1491,1.293,0.034976,0.2406,0.08831,0.01179,0.5425,0.62284,0.020661,0.013423,0.032032,0.7504,0.067654,0.173
,2020-10-28 00:00:00,23167,23190,93.405,104.32,1.1746,0.009586,0.14861,0.1486,1.2983,0.034988,0.2406,0.0881,0.01179,0.5425,0.62244,0.020651,0.013491,0.031988,0.7506,0.067641,0.1739
,2020-10-27 00:00:00,23177,23187,92.94,104.42,1.1796,0.009577,0.14913,0.1489,1.3044,0.035003,0.2402,0.08855,0.01181,0.542,0.62177,0.020666,0.013554,0.032039,0.7584,0.068376,0.1751
,2020-10-26 00:00:00,23166,23182,93.045,104.84,1.181,0.009539,0.14898,0.1492,1.3024,0.034931,0.2401,0.08832,0.01179,0.5424,0.62102,0.020674,0.013521,0.031979,0.7568,0.06806,0.1778
,2020-10-23 00:00:00,23167,23185,92.768,104.71,1.186,0.009548,0.14955,0.15,1.3039,0.034948,0.2405,0.08862,0.01179,0.5426,0.619,0.020676,0.013543,0.031937,0.7619,0.068088,0.1779
,2020-10-22 00:00:00,23168,23180,92.951,104.86,1.1818,0.009535,0.1496,0.1499,1.3083,0.03491,0.2413,0.0881,0.01179,0.5423,0.61784,0.020582,0.013581,0.031952,0.7612,0.068009,0.1788
,2020-10-21 00:00:00,23169,23185,92.611,104.59,1.1861,0.009562,0.15035,0.1505,1.3149,0.034898,0.2413,0.08821,0.01179,0.5424,0.61487,0.020623,0.013567,0.032062,0.7607,0.068341,0.1784
,2020-10-20 00:00:00,23182,23191,93.067,105.5,1.1822,0.009478,0.14977,0.1501,1.2948,0.034825,0.241,0.08781,0.01179,0.5414,0.61651,0.0206,0.013609,0.032022,0.7617,0.068085,0.1784
,2020-10-19 00:00:00,23168,23196,93.427,105.43,1.1769,0.009485,0.14964,0.1497,1.2948,0.034798,0.2415,0.08768,0.01179,0.5423,0.61616,0.020589,0.013629,0.032044,0.7581,0.067965,0.1783
,2020-10-16 00:00:00,23167,23201,93.682,105.4,1.1718,0.009488,0.14931,0.1493,1.2915,0.034768,0.2411,0.08754,0.01179,0.5426,0.61494,0.020551,0.013616,0.032077,0.7581,0.067769,0.1771
,2020-10-15 00:00:00,23169,23192,93.856,105.45,1.1708,0.009484,0.14869,0.149,1.2909,0.034773,0.2406,0.08733,0.01179,0.5417,0.61366,0.020557,0.013615,0.032056,0.7561,0.06782,0.1782
,2020-10-14 00:00:00,23167,23197,93.382,105.17,1.1746,0.009509,0.14892,0.149,1.3012,0.034831,0.2409,0.08717,0.01179,0.5413,0.61237,0.020572,0.013642,0.032116,0.7604,0.067981,0.1788
,2020-10-13 00:00:00,23169,23195,93.531,105.48,1.1746,0.009481,0.14823,0.1484,1.2937,0.034864,0.2415,0.08702,0.01179,0.5423,0.61047,0.020514,0.013618,0.031981,0.7611,0.067797,0.1795
,2020-10-12 00:00:00,23179,23193,93.065,105.33,1.1813,0.009494,0.14824,0.1483,1.3064,0.034963,0.2411,0.08709,0.01179,0.5426,0.60999,0.020556,0.013639,0.032089,0.7626,0.067794,0.1808
,2020-10-09 00:00:00,23175,23198,93.057,105.62,1.1826,0.009469,0.14937,0.1495,1.3036,0.034926,0.2417,0.08746,0.01179,0.5427,0.61062,0.020672,0.013699,0.032259,0.7625,0.06815,0.1807
,2020-10-08 00:00:00,23183,23203,93.605,106.03,1.1759,0.009431,0.14725,0.1484,1.2938,0.034834,0.2408,0.08671,0.0118,0.5427,0.61069,0.020633,0.013658,0.032069,0.7578,0.067866,0.1786
,2020-10-07 00:00:00,23196,23205,93.63,105.98,1.1763,0.009436,0.14725,0.1485,1.2919,0.034763,0.2406,0.0864,0.01179,0.5425,0.6079,0.02064,0.013627,0.032039,0.7544,0.067845,0.1782
,2020-10-06 00:00:00,23206,23208,93.686,105.63,1.1734,0.009467,0.14725,0.1482,1.2881,0.034751,0.2407,0.08585,0.01179,0.5416,0.60833,0.020621,0.013613,0.031964,0.7512,0.067687,0.1788
,2020-10-05 00:00:00,23189,23212,93.513,105.75,1.1783,0.009457,0.14725,0.1488,1.2979,0.034603,0.2408,0.0864,0.01178,0.5414,0.60787,0.020646,0.013658,0.031944,0.7544,0.06806,0.1792
,2020-10-02 00:00:00,23181,23214,93.844,105.29,1.1716,0.009497,0.14725,0.1481,1.2935,0.034521,0.2401,0.08574,0.01179,0.5415,0.60737,0.020623,0.013634,0.031714,0.7514,0.067225,0.176
,2020-10-01 00:00:00,23179,23213,93.711,105.53,1.1748,0.009475,0.14725,0.1482,1.2891,0.034521,0.2409,0.08599,0.01179,0.5409,0.6059,0.020627,0.013665,0.031694,0.7525,0.067317,0.177
