,,USDVND liên ngân hàng,USDVND trung tâm,DXY,USDJPY,EURUSD,JPYUSD,CNYUSD,CNHUSD,GBPUSD,TWDUSD,MYRUSD,KRWUSD,BDTUSD,LKRUSD,PKRUSD,PHPUSD,INRUSD,THBUSD,CADUSD,IDRUSD,BRLUSD
,Dates,USDVND BGN Curncy,SBVNUSD Index,DXY Curncy,USDJPY BGN Curncy,EURUSD BGN Curncy,JPYUSD BGN Curncy,CNYUSD BGN Curncy,CNHUSD BGN Curncy,GBPUSD BGN Curncy,TWDUSD BGN Curncy,MYRUSD BGN Curncy,KRWUSD BGN Curncy,BDTUSD BGN Curncy,LKRUSD BGN Curncy,PKRUSD BGN Curncy,PHPUSD BGN Curncy,INRUSD BGN Curncy,THBUSD BGN Curncy,CADUSD BGN Curncy,IDRUSD BGN Curncy,BRLUSD BGN Curncy
,2025-04-24 00:00:00,26028,24928,99.377,142.63,1.139,0.007011,0.13719,0.1372,1.3342,0.030743,0.2287,0.06982,0.00823,0.3335,0.35576,0.01768,0.011728,0.029916,0.7219,0.059268,0.176
,2025-04-23 00:00:00,25981,24897,99.844,143.45,1.1316,0.006971,0.13723,0.1373,1.3254,0.030753,0.2278,0.07005,0.00823,0.3337,0.35621,0.017677,0.011706,0.029792,0.7204,0.059272,0.1752
,2025-04-22 00:00:00,25958,24877,98.918,141.57,1.1421,0.007064,0.13684,0.1368,1.3332,0.030781,0.2279,0.07019,0.00823,0.3337,0.35622,0.017641,0.011738,0.029868,0.7239,0.059314,0.1747
,2025-04-21 00:00:00,25894,24907,98.278,140.86,1.1515,0.007099,0.13714,0.1371,1.3379,0.030877,0.2288,0.07038,0.00823,0.3343,0.35529,0.017661,0.011746,0.030212,0.7224,0.059501,0.1722
,2025-04-18 00:00:00,25926,24948,99.23,142.18,1.1393,0.007033,0.13699,0.1369,1.3296,0.030659,0.2266,0.07029,0.00824,0.3346,0.35525,0.017625,0.011713,0.029934,0.7222,0.059254,0.1722
,2025-04-17 00:00:00,25872,24893,99.376,142.43,1.1365,0.007021,0.137,0.137,1.3266,0.03077,0.2269,0.07058,0.00823,0.3347,0.35642,0.017657,0.011713,0.029978,0.7225,0.059405,0.1722
,2025-04-16 00:00:00,25844,24899,99.38,141.88,1.1399,0.007048,0.13699,0.137,1.3244,0.030777,0.2267,0.07064,0.00823,0.3352,0.35649,0.017621,0.011671,0.030186,0.7215,0.059393,0.1705
,2025-04-15 00:00:00,25854,24891,100.215,143.21,1.1282,0.006983,0.13669,0.1365,1.3231,0.030774,0.2266,0.07003,0.00823,0.3356,0.35641,0.017605,0.011659,0.029769,0.7165,0.05943,0.1699
,2025-04-14 00:00:00,25828,24886,99.64,143.06,1.1351,0.00699,0.13681,0.1368,1.319,0.030822,0.2266,0.07031,0.00823,0.3355,0.35646,0.017518,0.011621,0.029737,0.7207,0.059572,0.1708
,2025-04-11 00:00:00,25737,24923,100.102,143.54,1.1355,0.006967,0.13714,0.1372,1.3087,0.030784,0.2261,0.0704,0.00823,0.3355,0.3565,0.017545,0.011621,0.029828,0.7207,0.05954,0.1704
,2025-04-10 00:00:00,25782,24964,100.867,144.45,1.1201,0.006923,0.13666,0.1368,1.297,0.030425,0.2237,0.06877,0.00823,0.3361,0.3564,0.017442,0.011535,0.029507,0.7152,0.059442,0.1699
,2025-04-09 00:00:00,26020,24936,102.9,147.76,1.0949,0.006768,0.13612,0.1361,1.282,0.030322,0.2224,0.06797,0.00823,0.3327,0.35622,0.017435,0.011535,0.029293,0.7101,0.059268,0.1717
,2025-04-08 00:00:00,26013,24898,102.955,146.27,1.0958,0.006837,0.13625,0.1347,1.2765,0.030291,0.2227,0.06747,0.00823,0.3348,0.35646,0.017449,0.011593,0.028646,0.7011,0.059203,0.1663
,2025-04-07 00:00:00,25790,24886,103.256,147.84,1.0912,0.006764,0.13659,0.1361,1.2724,0.030227,0.2232,0.06797,0.00823,0.3359,0.35643,0.017409,0.011649,0.028841,0.7018,0.059448,0.1691
,2025-04-04 00:00:00,25785,24886,103.023,146.93,1.0956,0.006806,0.13732,0.1371,1.2887,0.030333,0.2254,0.06842,0.00824,0.3372,0.35685,0.0176,0.011732,0.029052,0.7033,0.060051,0.1712
,2025-04-03 00:00:00,25798,24854,102.072,146.06,1.1052,0.006846,0.13732,0.1374,1.31,0.030103,0.2251,0.06892,0.00823,0.3369,0.35708,0.017515,0.011704,0.029218,0.7094,0.059718,0.1776
,2025-04-02 00:00:00,25636,24851,103.807,149.28,1.0853,0.006699,0.13759,0.1371,1.3007,0.030174,0.2245,0.06838,0.00823,0.3379,0.35708,0.017477,0.011695,0.029173,0.7022,0.059835,0.1767
,2025-04-01 00:00:00,25629,24835,104.26,149.61,1.0793,0.006684,0.13754,0.1373,1.2923,0.030105,0.2255,0.06796,0.00823,0.3378,0.35708,0.017473,0.0117,0.029264,0.6992,0.059884,0.176
,2025-03-31 00:00:00,25577,24837,104.21,149.96,1.0816,0.006668,0.1378,0.1376,1.2918,0.030122,0.2255,0.06783,0.00823,0.3377,0.35708,0.017464,0.0117,0.029451,0.695,0.060314,0.1753
,2025-03-28 00:00:00,25577,24843,104.044,149.84,1.0828,0.006674,0.13769,0.1375,1.294,0.03019,0.2255,0.068,0.00823,0.3376,0.35699,0.017429,0.0117,0.029463,0.6987,0.060392,0.1736
,2025-03-27 00:00:00,25582,24846,104.335,151.05,1.0801,0.006621,0.1377,0.1376,1.2949,0.030199,0.2256,0.06828,0.00823,0.3376,0.35699,0.017422,0.011657,0.029544,0.699,0.060379,0.1741
,2025-03-26 00:00:00,25574,24851,104.547,150.57,1.0754,0.006641,0.13758,0.1374,1.2888,0.030222,0.2257,0.06812,0.00823,0.3375,0.3568,0.017335,0.011667,0.029431,0.7009,0.060286,0.1744
,2025-03-25 00:00:00,25630,24847,104.184,149.91,1.0791,0.006671,0.13777,0.1376,1.2944,0.030231,0.2254,0.06835,0.00823,0.3373,0.35683,0.017369,0.01166,0.029568,0.7003,0.060199,0.1754
,2025-03-24 00:00:00,25640,24831,104.262,150.7,1.0801,0.006636,0.13773,0.1377,1.2923,0.030278,0.2255,0.06806,0.00823,0.3371,0.35678,0.017446,0.011677,0.029451,0.6984,0.060359,0.1735
,2025-03-21 00:00:00,25592,24813,104.088,149.32,1.0818,0.006697,0.1379,0.1378,1.2919,0.030299,0.2262,0.06824,0.00825,0.3374,0.35693,0.01744,0.01163,0.029454,0.6969,0.060601,0.1746
,2025-03-20 00:00:00,25556,24807,103.851,148.78,1.0851,0.006721,0.13794,0.1379,1.2967,0.030293,0.226,0.06811,0.00823,0.3374,0.35712,0.017479,0.011578,0.029642,0.6981,0.060661,0.1761
,2025-03-19 00:00:00,25541,24790,103.428,148.69,1.0903,0.006725,0.13833,0.1383,1.3003,0.030266,0.2254,0.06834,0.00823,0.3376,0.3571,0.017456,0.011569,0.029748,0.698,0.060492,0.1771
,2025-03-18 00:00:00,25531,24793,103.244,149.27,1.0945,0.006699,0.1384,0.1384,1.3001,0.030327,0.2249,0.0689,0.00823,0.3378,0.35695,0.017452,0.011552,0.029753,0.6994,0.060872,0.1763
,2025-03-17 00:00:00,25531,24794,103.37,149.21,1.0922,0.006702,0.13838,0.1384,1.2992,0.030286,0.2249,0.06926,0.00823,0.3376,0.35715,0.017452,0.011521,0.029766,0.6999,0.060953,0.1759
,2025-03-14 00:00:00,25519,24779,103.718,148.64,1.0879,0.006728,0.13817,0.1382,1.2935,0.030319,0.2251,0.06885,0.00823,0.3375,0.35726,0.017467,0.011493,0.029728,0.6961,0.061162,0.1741
,2025-03-13 00:00:00,25493,24758,103.828,147.81,1.0852,0.006765,0.13806,0.138,1.2952,0.030327,0.2255,0.06878,0.00823,0.3386,0.35723,0.017433,0.011493,0.029664,0.6926,0.060872,0.1724
,2025-03-12 00:00:00,25462,24758,103.612,148.25,1.0888,0.006746,0.13816,0.1381,1.2963,0.030353,0.2258,0.06887,0.00823,0.3385,0.35741,0.017433,0.011467,0.029581,0.6959,0.060783,0.1724
,2025-03-11 00:00:00,25480,24763,103.419,147.78,1.0919,0.006767,0.13831,0.1384,1.2951,0.030416,0.2266,0.06879,0.00823,0.3385,0.35745,0.017471,0.011465,0.029616,0.6928,0.060944,0.1721
,2025-03-10 00:00:00,25519,24754,103.9,147.27,1.0834,0.00679,0.13774,0.1377,1.2879,0.030387,0.2262,0.06871,0.00823,0.3385,0.35731,0.017422,0.01145,0.029498,0.6925,0.061099,0.1708
,2025-03-07 00:00:00,25513,24730,103.838,148.04,1.0833,0.006755,0.13804,0.138,1.292,0.030467,0.2266,0.06901,0.00823,0.3385,0.35727,0.017493,0.01151,0.029636,0.6958,0.06137,0.1727
,2025-03-06 00:00:00,25499,24738,104.062,147.98,1.0785,0.006758,0.13808,0.138,1.2882,0.030424,0.226,0.06909,0.00823,0.3385,0.35743,0.017451,0.011479,0.029659,0.6995,0.061201,0.1735
,2025-03-05 00:00:00,25512,24750,104.276,148.88,1.0789,0.006717,0.13817,0.1382,1.2895,0.030492,0.2258,0.06919,0.00823,0.3388,0.35757,0.017444,0.011499,0.029755,0.6974,0.061303,0.1737
,2025-03-04 00:00:00,25566,24755,105.743,149.79,1.0626,0.006676,0.13767,0.1379,1.2795,0.030385,0.2239,0.06855,0.00823,0.3388,0.35754,0.017305,0.011458,0.029688,0.6947,0.060809,0.1699
,2025-03-03 00:00:00,25597,24758,106.747,149.5,1.0487,0.006689,0.13722,0.1369,1.2701,0.030389,0.2239,0.06861,0.00823,0.3389,0.35758,0.017268,0.011446,0.029411,0.6905,0.06068,0.1699
,2025-02-28 00:00:00,25557,24726,107.614,150.63,1.0375,0.006639,0.13739,0.1371,1.2577,0.030391,0.2241,0.06853,0.00823,0.3388,0.35769,0.017245,0.011427,0.029187,0.6915,0.060257,0.1699
,2025-02-27 00:00:00,25542,24696,107.244,149.81,1.0398,0.006675,0.13724,0.137,1.2601,0.030468,0.225,0.06907,0.00823,0.3386,0.35764,0.017272,0.011468,0.029354,0.6926,0.060776,0.1715
,2025-02-26 00:00:00,25551,24668,106.416,149.1,1.0485,0.006707,0.13778,0.1376,1.2676,0.030486,0.2258,0.06976,0.00823,0.3383,0.35749,0.017276,0.011467,0.029629,0.6975,0.061048,0.172
,2025-02-25 00:00:00,25519,24646,106.308,149.03,1.0514,0.00671,0.13791,0.1378,1.2666,0.03049,0.2261,0.06974,0.00823,0.3383,0.35771,0.017261,0.011467,0.029602,0.6987,0.061084,0.1739
,2025-02-24 00:00:00,25477,24646,106.596,149.72,1.0468,0.006679,0.138,0.1379,1.2625,0.030576,0.2268,0.06993,0.00823,0.3382,0.35746,0.017296,0.011533,0.029834,0.7013,0.061433,0.1732
,2025-02-21 00:00:00,25520,24638,106.612,149.27,1.0458,0.006699,0.13789,0.1378,1.2632,0.030528,0.2263,0.06972,0.00822,0.3381,0.35777,0.017258,0.011533,0.029806,0.703,0.061301,0.1745
,2025-02-20 00:00:00,25526,24643,106.372,149.64,1.0501,0.006682,0.13807,0.1382,1.2669,0.030507,0.2258,0.06967,0.00823,0.3377,0.35783,0.017263,0.011539,0.02981,0.7055,0.061209,0.1753
,2025-02-19 00:00:00,25520,24633,107.173,151.47,1.0423,0.006602,0.13739,0.1373,1.2586,0.030532,0.2251,0.06936,0.00823,0.3372,0.35822,0.017211,0.0115,0.029644,0.7025,0.061258,0.1748
,2025-02-18 00:00:00,25527,24602,107.054,152.06,1.0446,0.006576,0.13745,0.1374,1.2613,0.030538,0.2249,0.06947,0.00823,0.3378,0.35821,0.017178,0.0115,0.029711,0.7044,0.061433,0.1759
,2025-02-17 00:00:00,25476,24577,106.575,151.51,1.0484,0.0066,0.13766,0.1376,1.2625,0.030559,0.2256,0.06937,0.00823,0.3385,0.3583,0.017236,0.011511,0.029663,0.705,0.061622,0.1751
,2025-02-14 00:00:00,25399,24562,106.71,152.31,1.0492,0.006566,0.13779,0.1378,1.2586,0.030563,0.2255,0.06942,0.00823,0.339,0.3583,0.017288,0.011517,0.029649,0.7051,0.061535,0.1755
,2025-02-13 00:00:00,25467,24572,107.313,152.8,1.0465,0.006544,0.13721,0.1376,1.2566,0.030479,0.2244,0.06908,0.00823,0.3381,0.35828,0.01722,0.011507,0.029686,0.7046,0.061121,0.1734
,2025-02-12 00:00:00,25567,24550,107.938,154.42,1.0383,0.006476,0.13686,0.1368,1.2446,0.030443,0.2237,0.06878,0.00823,0.3368,0.3583,0.017185,0.011509,0.029393,0.699,0.061065,0.1736
,2025-02-11 00:00:00,25529,24522,107.963,152.49,1.0361,0.006558,0.13686,0.1368,1.2446,0.030458,0.2237,0.06884,0.00823,0.3369,0.35833,0.017188,0.011517,0.029346,0.6999,0.061037,0.1734
,2025-02-10 00:00:00,25386,24487,108.319,152,1.0307,0.006579,0.13689,0.1368,1.2368,0.030453,0.2237,0.0689,0.00823,0.337,0.35828,0.017206,0.011432,0.029512,0.6985,0.061132,0.1728
,2025-02-07 00:00:00,25312,24462,108.04,151.41,1.0328,0.006605,0.13709,0.1369,1.2402,0.030519,0.2252,0.06875,0.00822,0.3365,0.35836,0.017239,0.011438,0.02952,0.6997,0.061416,0.1721
,2025-02-06 00:00:00,25258,24425,107.689,151.41,1.0383,0.006604,0.13727,0.1372,1.2435,0.030443,0.2255,0.06909,0.00823,0.3354,0.35842,0.017194,0.011418,0.029584,0.6989,0.061196,0.1735
,2025-02-05 00:00:00,25165,24395,107.579,152.61,1.0403,0.006553,0.13751,0.1373,1.2505,0.030444,0.2261,0.06932,0.00823,0.3348,0.3585,0.017226,0.011433,0.029792,0.6988,0.061378,0.1723
,2025-02-04 00:00:00,25181,24360,107.96,154.34,1.0379,0.006479,0.13803,0.1372,1.248,0.030316,0.225,0.0689,0.00822,0.334,0.35849,0.017141,0.011484,0.029699,0.6982,0.061158,0.1737
,2025-02-03 00:00:00,25291,24325,108.99,154.73,1.0344,0.006463,0.13803,0.1368,1.245,0.030241,0.2234,0.0684,0.00822,0.3341,0.35846,0.017045,0.011469,0.029529,0.6931,0.060798,0.1722
,2025-01-31 00:00:00,25082,24325,108.37,155.19,1.0362,0.006444,0.13803,0.1366,1.2395,0.0306,0.2243,0.06877,0.00822,0.3357,0.35867,0.017132,0.011545,0.029647,0.6877,0.061333,0.1711
,2025-01-30 00:00:00,25082,24325,107.797,154.29,1.0391,0.006481,0.13803,0.1371,1.2419,0.0306,0.2276,0.06933,0.00821,0.3364,0.35865,0.017146,0.011544,0.029718,0.6903,0.061516,0.1702
,2025-01-29 00:00:00,25081,24325,108,155.22,1.0421,0.006443,0.13803,0.1376,1.2452,0.0306,0.2276,0.06934,0.00823,0.3371,0.35867,0.017106,0.011554,0.029616,0.6935,0.06165,0.1705
,2025-01-28 00:00:00,25083,24325,107.866,155.54,1.043,0.006429,0.13803,0.1375,1.2443,0.0306,0.2276,0.06912,0.00822,0.3369,0.35862,0.017109,0.011557,0.029513,0.6945,0.061837,0.1705
,2025-01-27 00:00:00,25081,24325,107.341,154.51,1.0492,0.006472,0.13803,0.1379,1.2499,0.0306,0.2283,0.06973,0.0082,0.3353,0.35876,0.017111,0.011582,0.029584,0.6957,0.061837,0.1694
,2025-01-24 00:00:00,25085,24325,107.443,156,1.0497,0.00641,0.1381,0.138,1.2484,0.0306,0.2284,0.06995,0.00822,0.3354,0.35879,0.017142,0.0116,0.029757,0.6973,0.061837,0.1691
,2025-01-23 00:00:00,25108,24328,108.047,156.05,1.0415,0.006408,0.13725,0.1372,1.2353,0.030512,0.225,0.06968,0.00822,0.3352,0.35874,0.017037,0.011565,0.029426,0.6953,0.061412,0.1688
,2025-01-22 00:00:00,25098,24332,108.167,156.53,1.0409,0.006388,0.13743,0.1373,1.2316,0.030511,0.2254,0.06963,0.00822,0.335,0.35878,0.017092,0.011583,0.029514,0.6955,0.061427,0.1683
,2025-01-21 00:00:00,25272,24336,108.062,155.52,1.0428,0.00643,0.13771,0.1376,1.235,0.030533,0.2234,0.06965,0.00823,0.3362,0.35884,0.017099,0.011549,0.029443,0.6982,0.061188,0.166
,2025-01-20 00:00:00,25321,24341,109.347,155.62,1.0416,0.006426,0.13749,0.1377,1.2328,0.030513,0.2225,0.06947,0.00822,0.3371,0.3588,0.017087,0.011552,0.029322,0.6988,0.061097,0.1657
,2025-01-17 00:00:00,25333,24341,109.347,156.3,1.0273,0.006398,0.13652,0.1362,1.2169,0.030369,0.2219,0.0686,0.00823,0.3375,0.35871,0.01706,0.011546,0.029018,0.6907,0.06105,0.1645
,2025-01-16 00:00:00,25379,24333,108.957,155.16,1.0301,0.006445,0.13639,0.1361,1.2239,0.030374,0.2221,0.06864,0.00823,0.3377,0.35868,0.017067,0.011554,0.028937,0.6947,0.061065,0.1652
,2025-01-15 00:00:00,25387,24338,109.09,156.47,1.0289,0.006391,0.13639,0.1361,1.2242,0.030282,0.2223,0.06865,0.00823,0.3385,0.35895,0.017062,0.011579,0.028921,0.6973,0.061254,0.1663
,2025-01-14 00:00:00,25389,24346,109.273,157.96,1.0308,0.006331,0.13641,0.1362,1.2215,0.030296,0.2219,0.06851,0.00823,0.3395,0.35873,0.017062,0.011542,0.028831,0.6969,0.061463,0.1652
,2025-01-13 00:00:00,25397,24343,109.956,157.48,1.0245,0.00635,0.13639,0.1361,1.2202,0.030193,0.2217,0.06815,0.00824,0.3394,0.35884,0.017035,0.01155,0.028837,0.6955,0.061414,0.164
,2025-01-10 00:00:00,25371,24341,109.65,157.73,1.0244,0.00634,0.13638,0.1358,1.2207,0.030328,0.2224,0.06785,0.00823,0.3397,0.35901,0.017134,0.011632,0.02883,0.6934,0.061767,0.1637
,2025-01-09 00:00:00,25382,24338,109.179,158.14,1.03,0.006324,0.13639,0.1359,1.2308,0.030347,0.2221,0.06851,0.00822,0.3395,0.35885,0.017098,0.011647,0.028919,0.6947,0.061664,0.1657
,2025-01-08 00:00:00,25380,24330,109.09,158.35,1.0318,0.006315,0.13639,0.136,1.2363,0.030395,0.2221,0.06849,0.00824,0.338,0.35896,0.017124,0.011647,0.028874,0.6956,0.061688,0.1637
,2025-01-07 00:00:00,25374,24332,108.542,158.05,1.034,0.006327,0.13646,0.1362,1.2477,0.030567,0.2228,0.06883,0.00823,0.3386,0.35898,0.017199,0.011666,0.02894,0.6959,0.061948,0.1639
,2025-01-06 00:00:00,25388,24337,108.257,157.62,1.039,0.006344,0.13646,0.1361,1.252,0.030425,0.2217,0.06848,0.00824,0.3384,0.35904,0.01716,0.011651,0.028897,0.6977,0.061736,0.1635
,2025-01-03 00:00:00,25428,24334,108.952,157.26,1.0308,0.006359,0.13658,0.1359,1.2423,0.030341,0.2222,0.068,0.00824,0.3407,0.35905,0.017188,0.011658,0.028983,0.6922,0.06174,0.1617
,2025-01-02 00:00:00,25457,24342,109.394,157.5,1.0265,0.006349,0.137,0.1362,1.238,0.030406,0.2233,0.0679,0.00824,0.3412,0.35906,0.017276,0.011661,0.029069,0.6943,0.061736,0.1626
,2025-01-01 00:00:00,25488,24335,108.487,157.24,1.0356,0.00636,0.137,0.1363,1.2517,0.030495,0.2236,0.06763,0.00832,0.3416,0.3591,0.017203,0.011675,0.029175,0.695,0.061989,0.162
,2024-12-31 00:00:00,25485,24335,108.487,157.2,1.0354,0.006361,0.137,0.1363,1.2516,0.030495,0.2236,0.06763,0.00836,0.3413,0.3591,0.017248,0.011681,0.029112,0.6952,0.061989,0.162
,2024-12-30 00:00:00,25483,24327,108.13,156.84,1.0407,0.006376,0.137,0.1367,1.255,0.030499,0.2239,0.06788,0.00837,0.3421,0.3592,0.017253,0.011691,0.029265,0.6966,0.061948,0.1619
,2024-12-27 00:00:00,25452,24322,107.998,157.87,1.0426,0.006334,0.13706,0.137,1.2578,0.030492,0.2236,0.06799,0.00836,0.3424,0.35923,0.017283,0.01169,0.029329,0.6939,0.061595,0.1615
,2024-12-26 00:00:00,25431,24310,108.129,157.99,1.0422,0.00633,0.13703,0.1369,1.2525,0.030545,0.2238,0.06811,0.00837,0.3403,0.35917,0.017248,0.011728,0.029285,0.6941,0.061767,0.1618
,2024-12-25 00:00:00,25431,24320,108.257,157.33,1.0407,0.006356,0.13709,0.1369,1.2561,0.03057,0.2229,0.06864,0.00836,0.3395,0.3592,0.0171,0.011737,0.029254,0.6955,0.061767,0.1615
,2024-12-24 00:00:00,25441,24308,108.257,157.19,1.0399,0.006362,0.13707,0.1369,1.2539,0.030581,0.2229,0.06858,0.00836,0.3396,0.3592,0.017102,0.011737,0.029259,0.6965,0.061767,0.1615
,2024-12-23 00:00:00,25450,24315,108.037,157.17,1.0405,0.006363,0.13706,0.1369,1.2536,0.030568,0.2227,0.06886,0.00836,0.3378,0.35897,0.017097,0.011748,0.029188,0.6959,0.061742,0.1615
,2024-12-20 00:00:00,25455,24324,107.621,156.31,1.043,0.006398,0.13707,0.1371,1.257,0.030582,0.2218,0.06921,0.00836,0.3408,0.35943,0.017004,0.011762,0.029181,0.6964,0.061647,0.1644
,2024-12-19 00:00:00,25461,24304,108.408,157.44,1.0363,0.006352,0.13707,0.1368,1.2502,0.030601,0.222,0.06913,0.00836,0.3416,0.35954,0.016949,0.011755,0.028946,0.6945,0.061303,0.1629
,2024-12-18 00:00:00,25452,24278,108.027,154.8,1.0353,0.00646,0.13725,0.1365,1.2574,0.030796,0.2237,0.06952,0.00836,0.3434,0.35962,0.016945,0.011771,0.028964,0.6922,0.062121,0.1589
,2024-12-17 00:00:00,25428,24270,106.956,153.46,1.0491,0.006516,0.13728,0.1372,1.271,0.030772,0.2239,0.06962,0.00836,0.3437,0.35959,0.016982,0.011778,0.029246,0.6988,0.06211,0.1636
,2024-12-16 00:00:00,25393,24272,106.858,154.15,1.0512,0.006487,0.13729,0.1371,1.2683,0.030786,0.2246,0.06954,0.00836,0.3441,0.35974,0.017044,0.011783,0.029347,0.7021,0.062494,0.163
,2024-12-13 00:00:00,25404,24264,107.003,153.65,1.0501,0.006508,0.13748,0.1373,1.2619,0.030766,0.2247,0.06967,0.00836,0.3449,0.35974,0.017099,0.011793,0.029292,0.7025,0.062467,0.1651
,2024-12-12 00:00:00,25394,24259,106.956,152.63,1.0468,0.006552,0.13757,0.1374,1.2673,0.030765,0.2254,0.06993,0.00837,0.3448,0.35954,0.017168,0.011783,0.029489,0.7032,0.062718,0.1667
,2024-12-11 00:00:00,25375,24253,106.71,152.45,1.0496,0.00656,0.13769,0.1374,1.2751,0.03071,0.2256,0.06997,0.00837,0.345,0.35972,0.017151,0.011787,0.029535,0.7063,0.062818,0.1677
,2024-12-10 00:00:00,25372,24258,106.399,151.95,1.0527,0.006581,0.13793,0.1378,1.2771,0.030803,0.2259,0.0698,0.00837,0.3446,0.35971,0.017238,0.011785,0.029596,0.7052,0.06301,0.1653
,2024-12-09 00:00:00,25374,24248,106.145,151.21,1.0554,0.006613,0.13777,0.1376,1.275,0.030831,0.226,0.0699,0.00837,0.3445,0.35974,0.017236,0.011802,0.02959,0.7056,0.063026,0.1644
,2024-12-06 00:00:00,25385,24255,106.055,150,1.0568,0.006667,0.13752,0.1373,1.2744,0.030878,0.2263,0.07028,0.00836,0.3446,0.35976,0.017317,0.011807,0.029353,0.7064,0.063111,0.1643
,2024-12-05 00:00:00,25392,24266,105.714,150.1,1.0586,0.006662,0.13778,0.1377,1.2759,0.030862,0.2258,0.07062,0.00837,0.3445,0.35969,0.017276,0.011802,0.029295,0.7131,0.063044,0.1665
,2024-12-04 00:00:00,25405,24262,106.321,150.59,1.0511,0.00664,0.13766,0.1374,1.2701,0.030835,0.2246,0.07079,0.00837,0.3444,0.3598,0.017164,0.011801,0.029177,0.7106,0.062747,0.1656
,2024-12-03 00:00:00,25401,24260,106.365,149.6,1.0509,0.006684,0.13724,0.137,1.2673,0.030722,0.2237,0.07001,0.00837,0.3443,0.35967,0.017068,0.011807,0.029114,0.7108,0.062714,0.1653
,2024-12-02 00:00:00,25372,24240,106.446,149.6,1.0498,0.006684,0.1375,0.1372,1.2655,0.030646,0.2242,0.07111,0.00837,0.3442,0.35982,0.017039,0.011806,0.028985,0.7119,0.062871,0.1648
,2024-11-29 00:00:00,25346,24251,105.737,149.77,1.0577,0.006677,0.13801,0.1379,1.2735,0.030765,0.2249,0.07157,0.00836,0.3441,0.35974,0.01706,0.011835,0.029165,0.714,0.063101,0.1675
,2024-11-28 00:00:00,25376,24271,106.048,151.55,1.0552,0.006599,0.13804,0.1379,1.2687,0.030735,0.2249,0.07164,0.00837,0.3442,0.35983,0.017042,0.011835,0.029042,0.7136,0.063006,0.1664
,2024-11-27 00:00:00,25387,24295,106.084,151.09,1.0566,0.006618,0.13802,0.138,1.268,0.030724,0.2251,0.07187,0.00837,0.3438,0.35984,0.01703,0.011841,0.028964,0.7127,0.062757,0.1685
,2024-11-26 00:00:00,25413,24295,107.013,153.08,1.0489,0.006532,0.13793,0.1378,1.2569,0.030786,0.2243,0.07158,0.00837,0.3438,0.3605,0.016948,0.011857,0.028791,0.7115,0.062757,0.1721
,2024-11-25 00:00:00,25416,24292,106.817,154.23,1.0495,0.006484,0.138,0.138,1.2568,0.030792,0.2246,0.07137,0.00837,0.3438,0.35994,0.016951,0.011864,0.028881,0.715,0.062968,0.1721
,2024-11-22 00:00:00,25422,24295,107.554,154.78,1.0418,0.006461,0.13804,0.1377,1.253,0.030724,0.2238,0.07115,0.00836,0.3437,0.35986,0.016977,0.011841,0.028982,0.7154,0.062992,0.1722
,2024-11-21 00:00:00,25420,24290,106.972,154.54,1.0474,0.006471,0.13813,0.1378,1.2589,0.030721,0.2241,0.07134,0.00837,0.3439,0.35981,0.016951,0.011835,0.028804,0.7156,0.062773,0.172
,2024-11-20 00:00:00,25416,24285,106.68,155.44,1.0544,0.006433,0.13802,0.1379,1.2652,0.030774,0.2237,0.07142,0.00837,0.344,0.35976,0.016971,0.011846,0.028825,0.7155,0.06301,0.1732
,2024-11-19 00:00:00,25401,24293,106.206,154.66,1.0596,0.006466,0.13814,0.1382,1.2682,0.030868,0.2236,0.07179,0.00837,0.3438,0.35981,0.017004,0.011846,0.028956,0.7165,0.063113,0.1732
,2024-11-18 00:00:00,25398,24288,106.275,154.66,1.0598,0.006466,0.13827,0.1384,1.2678,0.030732,0.2233,0.07171,0.00837,0.3434,0.35981,0.017039,0.011849,0.028916,0.7135,0.063064,0.1738
,2024-11-15 00:00:00,25389,24298,106.687,154.3,1.054,0.006481,0.13833,0.1382,1.2618,0.030797,0.2235,0.07154,0.00836,0.3424,0.35994,0.017024,0.011847,0.028709,0.7097,0.062996,0.1725
,2024-11-14 00:00:00,25394,24290,106.673,156.27,1.053,0.006399,0.13837,0.1379,1.2666,0.030722,0.2229,0.07127,0.00837,0.3424,0.35995,0.017011,0.011847,0.028574,0.7113,0.063044,0.1725
,2024-11-13 00:00:00,25346,24288,106.481,155.46,1.0564,0.006432,0.13824,0.1381,1.2708,0.030798,0.2249,0.07119,0.00837,0.3423,0.35978,0.017026,0.01185,0.028669,0.7144,0.063355,0.1725
,2024-11-12 00:00:00,25349,24267,106.024,154.61,1.0623,0.006468,0.13822,0.1381,1.2748,0.030827,0.2253,0.07097,0.00836,0.3421,0.35966,0.016998,0.011849,0.02871,0.7172,0.063365,0.1737
,2024-11-11 00:00:00,25311,24263,105.543,153.72,1.0655,0.006505,0.1386,0.1384,1.2868,0.030931,0.2267,0.07138,0.00837,0.342,0.35987,0.017062,0.011849,0.028957,0.7182,0.063737,0.1737
,2024-11-08 00:00:00,25286,24278,104.997,152.64,1.0718,0.006552,0.13919,0.1389,1.2921,0.031135,0.2282,0.07155,0.00837,0.3419,0.35996,0.017154,0.011852,0.029153,0.7188,0.063808,0.1744
